,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
1272,7888357,"Julia changed, or, The true secret of a happy Christmas",,True secret of a happy Christmas,,"American Sunday-School Union, Committee of Publication. ()",Philadelphia (No. 146 Chesnut Street),American Sunday School Union|||American Sunday-School Union,c1831,1831,,,,monographic,,eng,text,print,71 p. : ill. ; 15 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Christmas stories|||Sunday schools|||Brothers and sisters|||Mothers and daughters|||Christmas,,United States Pennsylvania Philadelphia,juvenile,,,ocm84847931,
1273,8214058,Julian Mortimer: a brave boy's struggle for home and fortune,,Brave boy's struggle for home and fortune,"Castlemon, Harry, 1842-1915","Hacket, Owen. ()|||Stockton, Russell. ()",New York,"A.L. Burt|||Burt, A. L. (Albert Levi), 1843-1913",©1887,1887,,,,monographic,,eng,text,print|||unmediated|||volume,"276, [2], 27, [4] pages : illustrations ; 20 cm","Children's stories, American|||Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogs-New York (State)-New York-19th century|||novel|||text",,Youth|||Conduct of life|||Diligence|||Wealth|||Success|||Courage|||Outdoor life|||Trappers,,United States New York New York,juvenile,,,ocm11903015,
1274,1037273,Juliana Horatia Ewing and her books,,,"Eden, Horatia K. F. Gatty.","Ewing, Juliana Horatia, 1841-1885 ()|||Society for Promoting Christian Knowledge (Great Britain) ()",London|||New York,Society for Promoting Christian Knowledge|||E. & J. B. Young,1896,,,,,monographic,,eng,text,print,"302 p. : ill., port. ; 22 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,,,2605426,
1275,1037261,Juliana Horatia Ewing and her books,,,"Eden, Horatia  K. F. (Gatty)","Caldecott, Randolph, 1846-1886 ()",London,Society for Promoting Christian Knowledge,1885,,,,,monographic,,eng,text,print,"88 p. : front. (port.), ill. ; 21 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,,,2211055,
1276,4414207,Juliana Oakley: a tale,,,"Sherwood, Mary Martha, 1775-1851",,Hartford,Published by Oliver D. Cooke & Co.,1825,,,,,monographic,,eng,text,print,"91, [1], 15, [1] p. ; 15 cm.",Juvenile literature,,Conduct of life,,,juvenile,,,ocm12387668,
1277,8869418,"Julius, or, The street boy out west",,Julius|||Street boy out west,"Alger, Horatio, Jr, 1832-1899","Stephens, H. L. (Henry Louis), 1824-1882 (illustrator.)|||Kinnersley, Augustus F., approximately 1822- (illustrator.)|||Benjamin Loring & Co (publisher.)",Boston :,"Loring, Publisher, cor. Washington and Bromfield Streets,",[1874],1874,,1874,,monographic,,eng,text,print|||unmediated|||volume,"4 unnumbered pages, 276 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,"A homeless, fifteen-year-old New York City boy is sent by the Children's Aid Society to Brookville, Wisconsin, where his hard work and heroism win him a chance to make his own fortune.",Young men|||Conduct of life|||Wealth|||Street life|||Success|||Uncles|||Redemption,,,juvenile,,2013656792,ocm11620050,
1278,1092919,"jumble: a collection of pieces in prose and rhyme, for the Silver Lake stories, The",,Silver Lake stories,"Bradford, Sarah H. (Sarah Hopkins), 1818-1912",,Auburn|||Rochester,"Alden, Beardsley & Co.|||Wanzer,Beardsley & Co.","1853, c1852",1853/1852,,,,monographic,,eng,text,print,148 p. illus. 15 cm.,,,,,,juvenile,,,23453296,
1279,4659374,Jumbo,,,,Goode Brothers (Firm) (),London,Goode Bros.,[1882?],1870/1882,,,,monographic,,eng,text,print,1 folded sheet ([8] p.) : chiefly ill. ; 13 x 16 cm.,Juvenile literature,,Elephants|||Mammals(Elephant) Jumbo,,,juvenile,,,ocm17756240,
1280,8331497,"jumping jack's journey, or, The perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker, The",,"Jumping jack's adventures|||Jumping jack|||Perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker",,"Landor, Miss (translator.)|||Draper, Warren Fales, 1818-1905 (printer.)|||Whittemore, Niles, and Hall (publisher.)","Boston :|||Andover, Mass. :","Whittemore, Niles, and Hall,|||Printed by W.F. Draper",1858,1858,,,,monographic,,eng|||ger,text,print|||unmediated|||volume,"106, 5 pages, 24 unnumbered pages, 1 unnumbered leaf of plates : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Toys|||Courage|||Fairies|||Magicians|||Magic|||Fairy tales, German",,,juvenile,,,ocm38141540,
1281,754174,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York :|||[New York] :,"The Century Co.,|||The De Vinne Press",1899,1899,,1894,62nd thousand.,monographic,,eng,text,print|||unmediated|||volume,"xiii, [3], 303, [1] pages : illustrations ; 20 cm",Fiction|||text,,Jungle animals|||Feral children|||Boys(Fictitious character) Mowgli,,,juvenile,,7041592,ocm08551884,
1282,8998836,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York,Century Co.,1897,,,,35th thousand.,monographic,,eng,text,print|||unmediated|||volume,"xiii, [3], 303 pages : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Jungles|||Animals(Fictitious character) Mowgli,,,juvenile,,,ocm37257111,
1283,4532957,"jungle book, The",,,"Kipling, Rudyard, 1865-1936",,New York,Century Co.,c1894,1894,,,,monographic,,eng,text,print,"xiii, 303 p. : ill. ; 20 cm.",Folklore|||Juvenile fiction,,Animals,,,juvenile,,,ocm07584966,
1284,1076979,"Jungle, or, Child's book of wild animals, The",,Child's book of wild animals,,,New York,Kiggins and Kellogg,ca. 1840,1840,,,,monographic,,eng,text,print,24 p. : ill. ; 16 cm.,,,Animals|||Juvenile literature,,,juvenile,,,9577954,
1285,7893220,"Juvenile cabinet: being a selection of useful and entertaining stories : for children : in two volumes, The",,,,,"Sandbornton, N.H. :","Published by Charles Lane,",1836,1836,,,,monographic,,eng,text,print|||unmediated|||volume,"22, 22, 21, 23, 22, 23 pages : illustrations ; 15 cm",Fiction|||Juvenile fiction|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children|||Conduct of life|||Children's stories|||Children's poetry,,,juvenile,,,ocn948010422,
1286,7547143,"Juvenile dialogues, or, Recreations for school boys: during their leisure hours at boarding-school",,Recreations for school boys,"Merrythought, Billy.",,Chelmsford [England],Printed and sold by I. Marsden,[ca. 1815],1815,,,,monographic,,eng,text,print,22 p. : ill. ; 13 cm.,Juvenile fiction|||Specimens,,Animal welfare|||Conduct of life|||Obedience|||Chapbooks,,,juvenile,,,ocn317611965,
1287,1080487,"juvenile gleaner, or, anecdotes and miscellaneous pieces: designed for amusement & instruction, The",,Anecdotes and miscellaneous pieces,Author of a brief historical catechism of the Holy Scriptures.,,York|||London|||Birmingham|||Dublin,"Printed and sold by W. Alexander and Son, Castlegate|||sold also by Harvey and Darton, W. Philips, E. Fry, and W. Darton|||R⁾. Peart|||Bentham & Gardiner",1825,,,,,monographic,,eng,text,print,"viii, 13⁾-220 p. : ill., front. ; 15 cm.",,"Thirty-two short instructional and inspirational messages, some containing verse.",Children's stories|||Conduct of life|||Juvenile fiction,,,juvenile,,,23961871,
1288,1040284,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction & entertainment of young persons : interspersed with moral and amusing tales, The",,A familiar explanation of the Passions of Le Brun,"Brewer, George, 1766-","Lavater, Johann Caspar, 1741-1801 ()|||Le Brun, Charles, 1619-1690 ()",London,Printed for Didier and Tebbett,1808-1816⁾,1808/1816,,,,monographic,,eng,text,print,"8⁾, 174 p., 18⁾ leaves of plates : ill. ; 15 cm.",,,Moral education|||Physiognomy|||Juvenile literature,,,juvenile,,,12284234,
1289,1558958,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction and entertainment of young persons : interspersed with moral and amusing tales, illustrating the benefit and happiness attendant on the good passions, and the misfortunes which ensue the bad, in the circumstances of life, The",,Familiar explanation of the Passions of Le Brun,"Brewer, George, 1766-","Lavater, Johann Caspar, 1741-1801 ()|||Le Brun, Charles, 1619-1690 ()",London,"Printed at the Minerva Press for A.K. Newman and Co., Leadenhall Street",[1812?],1812,,,,monographic,,eng,text,print,"[6], 171, [1] p., [19] leaves of plates : ill. ; 15 cm.",,,Facial expression|||Juvenile literature|||Moral education|||Physiognomy,,,juvenile,,44049631,12340866,
1290,552629,"Juvenile magazine, or Miscellaneous repository of useful information, The",,Juvenile magazine|||Miscellaneous repository of useful information,,,Philadelphia,Printed for B. Johnson,1802-1803,1802/1803,,,,serial,Completely irregular,eng,text,print,"4 v. : ill., plates ; 15 cm.",periodical,,,,,,,,10595140,
1291,7746897,Juvenile melodies,,,,Turner & Fisher (publisher.),Philadelphia,"Turner & Fisher, 15 North Sixth Street, and 74 Chatham Street New York",[between 1845 and 1849?],1845/1849,,,,monographic,,eng,text,print,"[6] leaves, p. 11-22 : ill. (some col.) ; 15 cm",Folk tales-1845|||Juvenile literature-1845|||Poems-1845|||Specimens,,Children's stories|||Children's poetry|||Chapbooks,,,juvenile,,,ocn870646453,
1292,1324273,"Juvenile miscellany, The","Juvenile miscellany (Boston, Mass.)",,,"Child, Lydia Maria, 1802-1880 (ed.)|||Hale, Sarah Josepha Buell, 1788-1879 (ed.)","Boston, Mass",Printed and published by John Putnam],1826-1836,1826/1836,,,,serial,Bimonthly,eng,text,print,19 v. : ill. ; 15 cm.,periodical,,,,,,,,1775160,
1293,1041019,"Juvenile pastimes, or, Sports for the four seasons",,Juvenile pastimes|||Sports for the four seasons,,,Philadelphia,"Published by Morgan & Yeager, at the juvenile bookstore ...",ca. 1825⁾,1825,,,,monographic,,eng,text,print,8⁾ leaves : ill. ; 14 cm.,,,,,,juvenile,,,22457105,
1294,4119260,Juvenile repository,"Juvenile repository (Boston, Mass. : 1833)",,,,Boston,"B.H. Greene, L.C. Bowles",,1833/1834,,,,serial,Weekly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.),Juvenile literature-Periodicals|||Periodicals|||periodical|||text,,Children's literature,,United States Massachusetts Boston,,,,,
1295,6827799,"Juvenile stories, for the instruction of children",,,,,Concord [N.H.],Atwood & Brown|||Atwood & Brown,1837,,,,,monographic,,eng,text,print,16 p. : ill. ; 96 mm.,Children's stories|||Juvenile fiction|||Specimens|||novel,,Children|||Conduct of life|||Miniature books,,United States New Hampshire Concord,juvenile,,,ocm12674914,
1296,4803597,Juvenile stories: for the instruction of children,,,,Hoag & Atwood (publisher.),Concord [N.H.],Published by Hoag & Atwood.,1830,,,,,monographic,,eng,text,print,16 p. : ill. ; 11 cm.,Chapbooks-1830|||Juvenile literature-1830|||Poems-1830|||Publishers' catalogues-New Hampshire-Concord,,Children's stories,,United States New Hampshire Concord,juvenile,,,ocm79879893,
1297,1076972,"juvenile sunday-book: containing sketches in  prose and verse adapted to the moral improvement of the young, The",,"Sunday-book, for children in prose and verse adapted to the moral improvement",,,New York,Kiggins and Kellogg,ca. 1840,1840,,,,monographic,,eng,text,print,24 p. : ill. ; 16 cm.,,,Conduct of life|||Juvenile literature|||Religious life,,,,,,9577898,
1298,8849383,"juvenile verse and picture book, The",,,,"Tenniel, John, 1820-1914 (illustrator.)|||Weigall, Charles Harvey, 1794-1877 (illustrator.)|||Scott, William Bell, 1811-1890 (illustrator.)",London,Frederick Warne & Co.,1866,,,,,monographic,,eng,text,print|||unmediated|||volume,"[8], 103, [1] pages : illustrations ; 22 cm",text,,Children's poetry,,,juvenile,,,ocm13812756,
1299,7547145,Kate and her friend,,,,,New York,Sunday-School Union,[18--?],18uu,,,,monographic,,eng,text,print,24 p. : 1 ill. ; 7 cm.,Christian fiction|||Juvenile fiction|||Specimens,,Conduct of life|||Christian life|||Chapbooks,,,juvenile,,,ocm53458182,
1300,1040829,Kate Greenaway's almanack for 1894,,Almanack for 1894,"Greenaway, Kate, 1846-1901",,London⁾,"George Routledge & Sons, Limited",1894⁾,1894,,,,monographic,,eng,text,print,36⁾ p. : col. ill.; 10.3 cm.,,,"Almanacs, English",,,juvenile,,,9125065,
1301,445342,Kate Greenaway's alphabet,Alphabet,Alphabet,"Greenaway, Kate, 1846-1901",,London|||New York,G. Routledge,[1885?],1885,,,,monographic,,eng,text,print,[29] p. col. illus. 7 cm.,,,Miniature books|||Specimens,,,juvenile,,49034270 //r833,5030229,
1302,1025910,Kate Greenaway's book of games,,,"Greenaway, Kate, 1846-1901","Evans, Edmund, 1826-1905 ()",London,G. Routledge,1889?⁾,1889,,,,monographic,,eng,text,print,63 p. : ill. ; 24 cm.,,,Games|||Juvenile literature,,,juvenile,,,5303782,
1303,1024891,Kate Greenaway's calendar for 1884,,,"Greenaway, Kate, 1846-1901",,London,George Routledge & Sons,1883?⁾,1883,,,,monographic,,eng,text,print,5 leaves : ill. ; 25 cm.,,,Calendars|||Juvenile literature,,,juvenile,,,10926500,
1304,7108762,Keeper's travels in search of his master,,,"Kendall, Edward Augustus, 1776?-1842","Bailey, Lydia R., 1779-1869 (printer.)|||Johnson & Warner (publisher.)",Philadelphia,Johnson & Warner,1808,,,,,monographic,,eng,text,print,"87, [2] p. : 1 ill. ; 15 cm.",Juvenile fiction,,Dogs|||Animal welfare,,,juvenile,,1019392,ocm01285609,
1305,1028911,"keepsake of friendship: a Christmas and New Year's annual for 1850, The",,,,"Munroe, G. S. ()",Worcester Mass.⁾,E. N. Tucker,1850,,,,,monographic,,eng,text,print,"vi, 288, 2⁾ p., 4⁾ leaves of plates : ill. ; 20 cm.",,,Gift books,,,,,,5955122,
1306,7689457,"king and queen of hearts: with the rogueries of the knave who stole the queen's pies : illustrated in fifteen elegant engravings, The",,,"Lamb, Charles, 1775-1834",,London,"Printed for M.J. Godwin, at the Juvenile Library",1809,,,,,monographic,,eng,text,print|||unmediated|||volume,14 unnumbered leaves : illustrations ; 13 cm,Juvenile poetry|||Juvenile works|||Nursery rhymes-1809|||Poetry|||text,,Children|||Conduct of life|||Kings and rulers|||Theft,,,juvenile,,44039584,ocn852745495,
1307,8485215,King Donkey's doings,,,,"Cogger, Edward P. (engraver.)|||McLoughlin Bros (publisher.)",New York :,"Mcloughlin Bros.,",[1891],,1891,1891,,monographic,,eng,text,print|||unmediated|||volume,12 unnumbered pages : color illustrations ; 24 cm.,Juvenile poetry|||Juvenile works|||Poetry|||text,,Animals|||Donkeys,,,juvenile,,,ocm55943433,
1308,4198589,King Jack of Haylands: a tale of school life,,,,,London|||New York,T. Nelson,1872,,,,,monographic,,eng,text,print,160 p. : ill. ; 17 cm.,Fiction,,Boarding schools|||Sunday school literature|||Children|||Conduct of life,,,juvenile,,,ocm37606442,
1309,8485658,"king of the Golden River, or, The Black Brothers: a legend of Stiria, The",,Black Brothers,,"Ruskin, John, 1819-1900 (author.)|||Doyle, Richard, 1824-1883 ()",London,"Smith, Elder, & Co., 65, Cornhill,",1863,1863,,,Fifth edition.,monographic,,eng,text,print|||unmediated|||volume,64 pages : illustrations ; 19 cm.,Fiction|||Juvenile fiction|||Juvenile works|||still image|||text,"After Gluck's cruel and greedy older brothers refuse hospitality to a mysterious visitor, their prosperous farm fails and one by one each brother makes the perilous journey to find treasure in the nearby Golden River.",Fairy tales|||Children|||Conduct of life|||Generosity|||Brothers|||Avarice|||Magic,,,juvenile,,,ocn855984019,
1310,7547149,Kings and Queens of England,,,,,London,Printed and published by W.S. Johnson,[18--],1800/1899,,,,monographic,,eng,text,print,"1 sheet in covers : col. ill. ; 220 x 12 cm., folded to 10 x 12 cm.",Pictorial works|||Specimens,,Chapbooks|||Kings and rulers|||Chronology,,,,,,ocn670498470,
1311,758246,"king's jackal, The",,,"Davis, Richard Harding, 1864-1916",,New York,C. Scribner,1898,,,,,monographic,,eng,text,print,"175 p. front., 3 pl. 19 cm.",,,,,,,,6026295,593085,
1312,8286021,Kinsfolk: an episode at Cairndrum,,Kinsfolk,,"Swan, Annie S., 1859-1943 (author.)|||Drew, D. A. H. (illustrator.)",New York :,"E.P. Dutton & Co.,",[1896],1896,,,,monographic,,eng,text,print|||unmediated|||volume,192 pages : illustrations ; 19 cm,novel|||text,,,,,,,,ocn944121229,
1313,7888143,Kitty Brown and her city cousins,,,"Trusta, H., 1815-1852",,Philadelphia,American Sunday School Union,[1852],1852,,,,monographic,,eng,text,print,136 p. : ill. ; 16 cm,,,Sunday school literature,,,,,,ocm01873902,
1314,7888192,Kitty Brown and her little school,,,"Trusta, H., 1815-1852",American Sunday-School Union (),Philadelphia,American Sunday-School Union,c1852,1852,,,,monographic,,eng,text,print,107 p. ; 16 cm,,,,,,juvenile,,,ocm06360497,
1315,7888123,Kitty Brown beginning to think,,,"Trusta, H., 1815-1852",American Sunday-School Union (),Philadelphia,American Sunday-School Union,1853,,,,,monographic,,eng,text,print,"153 p., [3] leaves of plates : ill. ; 16 cm",,,,,,,,72295785,ocm20501329,
1316,7690723,Kitty Kent's troubles,,,"Eastman, Julia A. (Julia Arabella), 1837-1911","Kilburn, Samuel Smith. (egr)|||Rockwell and Churchill (prt)",Boston,D. Lothrop & Co.|||D. Lothrop & Company|||G.T. Day & Co,1873,,,,,monographic,,eng,text,print,"488 p., [2] leaves of plates : ill. ; 17 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1873|||novel,,Children|||Conduct of life|||Teachers|||Students|||Mountains|||Cats|||Christian life,,United States Massachusetts Boston|||United States New Hampshire Dover,,,,ocm61442824,
1317,7100861,Kittyleen,,Flaxie's Kittyleen,"May, Sophie, 1833-1906","Alfred Mudge and Son (prt, elt)",Boston|||New York,"Lee and Shepard|||Charles T. Dillingham|||Dillingham, Charles Theodore, 1842-|||Lee and Shepard",c1883,1883,,,,monographic,,eng,text,print,"207 p., [4] leaves of plates : ill. ; 17 cm.",Juvenile fiction|||novel,A little girl's character improves with a good and happy home.,Girls|||Conduct of life|||Widows|||Death|||Brothers and sisters|||Orphans|||Dogs|||Dolls,,United States Massachusetts Boston|||United States New York New York,juvenile,,,ocm42930107,
