id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
5810680,"children's book of ballads, The",,,"Tileston, Mary Wilder, 1843-1934",,Boston,"Little, Brown",c1883,1883,,,,monographic,English,text,print,"viii, 289 p. : ill. ; 19 cm.",,,"Children's poetry|||Ballads, English",,United States,juvenile,,,ocm13679792,
201652,Children's books and their illustrators,,,"White, Gleeson, 1851-1898",,New York,J. Lane,1897?,1897,,,,monographic,English,text,print,"68 p., 2 leaves of plates : ill. (some col.) ; 30 cm.",,,Illustration of books|||Illustrators|||Children's literature,,,,,02007837,02065776,
7893448,"children's companion, The",,,"Berquin, (Arnaud), M, 1747-1791",,Philadelphia,Published by Crissy & Markley,c1840,1840,,,,monographic,French|||English,text,print,[5] 6-143 p. : ill. ; 16 cm,novel,,Children's stories|||Children's poetry|||Natural history,,,juvenile,,,ocn367364035,
4573204,"children's friend, The","Children's friend (Kirkby Lonsdale, Westmorland)",,,"Wilson, William Carus, 1792-1859",Kirkby Lonsdale,J. Foster,,1824/18uu,,,,serial,English,text,print,v. : ill. ; 14 cm.,Periodicals|||periodical,,Children's literature,,,,,,ocm41461292,
8961798,"children's friend, The",Ami des enfants. English,Berquin's children's friend,"Berquin, (Arnaud), M, 1747-1791","Godwin, James, -1876 (illustrator)",New York and Boston,C.S. Francis and Company.|||C.S. Francis & Co,M. DCCC. LVII. [1857],1857,,,,monographic,French|||English,text,print|||unmediated|||volume,"328, 344, [12] p., [3] leaves of plates : ill. ; 18 cm.",Juvenile literature|||Juvenile works|||Plays-1857|||Publishers' catalogues-Massachusetts-Boston|||Publishers' catalogues-New York (N.Y.)|||text,,Children|||Conduct of life|||Parent and child|||Children's stories,,"United States, Massachusetts, Boston|||United States, New York, New York",juvenile,,,ocm80168829,
1026341,"children's garland: from the best poets, The",,,,"Patmore, Coventry, 1823-1896 (comp)",London,Macmillan,1862,,,,,monographic,English,text,print,"xvi, 344 p. : ill. ; 17 cm.",,,Children's poetry,,,juvenile,,,03349107,
8228820,"children's hour, The",,,"E. W. S. (Elizabeth Wister Stevenson)|||Mitchell, S. Weir (Silas Weir), 1829-1914",United States Sanitary Commission,Philadelphia,Pub. for the benefit of the Sanitary commission,1864,,,,,monographic,English,text,print|||unmediated|||volume,128 pages : plates ; 20 x 15 cm,Fiction|||Juvenile fiction|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children's stories|||Children's poetry|||Animals|||Christmas poetry|||Birthdays,,,juvenile,,16003094,ocm04248847,
7893434,"Children's magazine and missionary repository, The",,,,"Winks, Joseph F.",London,"Simpkin, Marshall",1845-1865,1845/1865,,,,serial,English,text,print,21 v. : ill. ; 13 cm.,Periodicals,,Children's literature,,,,,,ocn605232615,
7705043,"children's paradise, The",,,"Zérèga, Katherine Berry di.","Morse, Lucy Gibbons, 1839-1936",New York,G.P. Putnam's Sons,"1877, c1876",1877,,1876,,monographic,English,text,print,"vi, 176 p., [6] leaves of plates : ill. ; 18 cm.",,,Children's poetry|||Poetry|||Stories in rhyme,,,juvenile,,,ocm14159207,
8548993,"Children's pictorial Bible: designed to stimulate Bible study, to interest and instruct the young, and to induce them to search the Scriptures",Bible. Selections. English. 1890,,"Lang, J. H.","Doré, Gustave, 1832-1883 (illustrator)","Cleveland, Ohio :","The Williams Publishing Company,",[1890],1890,,1890,,monographic,English,text,print|||unmediated|||volume,"600 pages, 60 unnumbered leaves of plates : illustrations ; 33 cm",Illustrated works|||Illustrations|||text,,Hieroglyphic Bibles|||Bible stories|||Bible,,,,,,ocm40949782,
8214196,"Children's sayings: or, Early life at home",,,"Hadley, Caroline.","Crane, Walter, 1845-1915",New York,Sheldon,1863,,,,,monographic,English,text,print|||unmediated|||volume,"160 pages, [4] leaves of plates : illustrations ; 18 cm",Juvenile literature|||text,,Conduct of life,,,juvenile,,,ocm10196424,
8550130,"children's Shakespeare, The",,,"Nesbit, E. (Edith), 1858-1924","Shakespeare, William, 1564-1616|||Brundage, Frances, 1854-1937 (illustrator)|||Bowley, May (illustrator)|||Grey, J. Willis (illustrator)",London ;,"Raphael Tuck & Sons Ltd.,|||Raphael Tuck & Sons",[1897?],1897,,,,monographic,English,text,print|||unmediated|||volume,48 pages : illustrations (some color) ; 25 cm,Adaptations|||text,,"Shakespeare, William 1564-1616",,"England, London",juvenile,,,ocm41209015,
8550131,"children's Shakespeare, The",,,"Nesbit, E. (Edith), 1858-1924","Shakespeare, William, 1564-1616|||Brundage, Frances, 1854-1937 (illustrator)|||Bowley, May (illustrator)|||Grey, J. Willis (illustrator)",London ;,"Raphael Tuck & Sons Ltd.,|||Raphael Tuck & Sons",[1897],1897,,,,monographic,English,text,print|||unmediated|||volume,48 pages : illustrations (some color) ; 25 cm,Adaptations|||text,,"Shakespeare, William 1564-1616",,"England, London",,,,ocn913310086,
5810126,"children's Shakespeare, The",,,"Nesbit, E. (Edith), 1858-1924","Brundage, Frances, 1854-1937|||Bowley, M.|||Grey, J. Willis.|||Vredenburg, Edric, 1860-",London|||New York,R. Tuck,[189-],1890/1977,,,,monographic,English,text,print,"96 p., [12] leaves of plates : ill. (some col.) ; 25 cm.",Adaptations,,"Shakespeare, William 1564-1616",,,,,,ocm03209579,
1086872,Children's singing games: with the tunes to which they are sung : 1st-2nd series,,,,"Gomme, Alice Bertha.|||Smith, Winifred.",London,D. Nutt,1894⁾,1894,,,,monographic,English,text,print,"2 v. : ill., music ; 22 x 24 cm.",,,Games|||Children's songs,,,,,07041793,05978781,
9028467,"children's year, The",,,"Howitt, Mary (Mary Botham), 1799-1888","Howitt, Anna Mary, 1824-1884 (illustrator)",Boston :,"Crosby and Ainsworth,|||Crosby and Ainsworth",1865.,1865,,,,monographic,English,text,print|||unmediated|||volume,"257 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Juvenile fiction|||novel|||text,,Children|||Conduct of life|||Social life and customs|||Families|||Brothers and sisters,,"United States, Massachusetts, Boston|||England",juvenile,,,on1007296416,
1001302,"child's Bible, The",Bible. English. Selections. 1884,,,"Vincent, John Heyl, 1832-1920",New York,Cassell,1884⁾,1884,,,,monographic,English,text,print,"xiv, 738 p. illus. 27 cm.",,,Juvenile literature|||Bible stories,,,juvenile,,,00689416,
1086742,"Child's bijou, The",,,,"B., J. H. (comp)",Buffalo,"Breed, Lent",1861,,,,,monographic,English,text,print,96 p. ; 8 x 6 cm.,,,Children's poetry|||Miniature books|||Specimens,,,juvenile,,70234277 //r82,00210601,
6525096,"child's book in Greek: being a series of elementary exercises in the Greek language, The",,Kendrick's Greek primary book,"Kendrick, A. C. (Asahel Clark), 1809-1895",,"Hamilton, N.Y|||New York","Published by S.C. Griggs|||Mark H. Newman & Co.|||Griggs, S. C.|||Mark H. Newman & Co",1847,,,,,monographic,English,text,print,68 p. ; 15 cm.,Composition and exercises,,Greek language,,,juvenile,,10024053,ocm10880790,
5708963,"child's book of nature: for the use of families and schools : intended to aid mothers and teachers in training children in the observation of nature : in three parts, The",,,"Hooker, Worthington, 1806-1867",,New York,Harper & Brothers,"1878, c1857",1878,,1857,,monographic,English,text,print,3 v. : ill. ; 17 cm.,Juvenile literature,,Science,,,,,,ocm26756395|||26756395,
323123,"child's book of nature: for the use of families and schools : intended to aid mothers and teachers in training children in the observation of nature : in three parts, The",,,"Hooker, Worthington, 1806-1867",,New York,Harper & Brothers,1857,,,,,monographic,English,text,print,3 v. : ill. ; 18 cm.,,,Science|||Juvenile literature,,,juvenile,,,04582045,
1040822,"child's book on the soul, The",,,"Gallaudet, T. H. (Thomas Hopkins), 1787-1851",,Hartford,"Published by Cooke and Co.|||Cooke & Co. (Hartford, Conn.)",1831,,,,"2nd ed., improved.",monographic,English,text,print,2 v. : ill. ; 14 cm.,Juvenile literature,,Soul|||Christianity,,Connecticut,juvenile,,40023743,ocn227544345,
8842394,"child's casket of instructive stories: for good boys and girls, The",,,,,New York,"Philip J. Cozans, publisher, no. 107 Nassau Street",1856,,,,,monographic,English,text,print|||unmediated|||volume,24 pages : illustrations (wood-engravings) ; 19 cm.,Juvenile literature|||text,,Readers (Elementary)|||Science,,,juvenile,,,ocm30017850,
4068384,"Child's companion, and juvenile instructor, The",,,,Religious Tract Society (Great Britain),London,The Religious Tract Society.,,1846/1921,,,,serial,English,text,print,v.: ill.; 15-21 cm.,Periodicals|||periodical,,Children's literature,,,,,,ocm07745614,
3559635,"Child's companion and juvenile instructor: new series, The",,,,Religious Tract Society (Great Britain),London,Religious Tract Society,1853,,,,,monographic,English,text,print,"iv, 388 p. : ill. ; 15 cm.",,,"Children's literature, English",,,,,,29539597|||37551285,
5899823,"Child's companion and youth's friend, The",,,,American Sunday-School Union,"Philadelphia, Pa",American S.S. Union,,18uu/1uuu,,,,serial,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.) : ill.,Juvenile literature-Periodicals|||Periodicals|||periodical|||text,,American Sunday-School Union,,"United States, Pennsylvania, Philadelphia",,,,,http://pitt.idm.oclc.org/login?url=http://search.ebscohost.com/direct.asp?db=h9j&jid=%226L6G%22&scope=site
1006133,"child's first book, The",,,"Campbell, William A., active 19th century","Dunn, William R. J.",Richmond,Ayres & Wade,1864,,,,,monographic,English,text,print,48 p. illus. 18 cm.,Specimens,,Readers (Primary)|||Imprints,,Confederate States of America,,,28015758,03854242,
7896530,"child's first step up the ladder of learning, or, Easy lessons for the infant mind, The",,Easy lessons for the infant mind,,,"New-York (376 Pearl-street, N.Y.)","Printed and sold by Mahlon Day|||Day, Mahlon, 1790-1854",[1830?],1830,,,,monographic,English,text,print,16 p. : ill. ; 10 cm.,Specimens,,Chapbooks|||Readers (Primary),,,juvenile,,,ocm53244687,
1031785,"child's garden of verses, A",,,"Stevenson, Robert Louis, 1850-1894","Robinson, Charles, 1870-1937 (illus)",New York|||London,Charles Scribner's Sons|||John Lane,1895,,,,,monographic,English,text,print,"xiv, 136 p. : ill., front. ; 20 cm.",,,Children's poetry,,,juvenile,,,02142067,
7894152,"child's gem for 1845, The",,,"Colman, (Pamela Chandler), Mrs, 1799-1865",,Boston :,"T.H. Carter and Company,",[1845?],1845,,,,monographic,English,text,print|||unmediated|||volume,"95 pages, 7 unnumbered leaves of plates : illustrations ; 12 cm",text,,Children's stories|||Children's poetry,,,,,,ocm40971715,
7695509,"child's history of England: also, A holiday romance and other pieces, A",,Holiday romance and other pieces,"Dickens, Charles, 1812-1870","Ralston, John McL. (illustrator)",Boston ;|||Cambridge :,"Houghton, Mifflin and Company,|||The Riverside Press",[1894],1894,,1894,New illustrated library edition.,monographic,English,text,print|||unmediated|||volume,"xv, 446 pages, 9 unnumbered leaves of plates : illustrations ; 21 cm",History|||Juvenile literature|||text,,History|||Kings and rulers,,Great Britain,juvenile,,,ocn925529927,
8850553,"child's history of England [and miscellaneous pieces], A",,,"Dickens, Charles, 1812-1870",,New York :,"John W. Lovell Co., 105 Worth Street, Corner Missions Place,",[between 1890 and 1899?],189u,,,,monographic,English,text,print|||unmediated|||volume,"387, 473 pages,10 unnumbered leaves of plates : illustrations, portrait ; 19 cm",History|||Juvenile literature|||Juvenile works|||text,,History,,Great Britain|||England,juvenile,,,ocm27466243,
809735,"child's history of England, A",,,"Dickens, Charles, 1812-1870",,Philadelphia,Henry Altemus,c1897,1897,,,,monographic,English,text,print,228 p. : ill. ; 18 cm.,,,History|||Juvenile literature,,Great Britain|||England,,,02012610,04018234,
8211132,"child's history of England, A",,,"Dickens, Charles, 1812-1870","Topham, Francis William, 1808-1877",London,"Bradbury & Evans, 11, Bouverie Street",1854-55,1854/1855,,,,monographic,English,text,print|||unmediated|||volume,3 volumes : illustrations ; 16 cm,History|||Juvenile literature|||Juvenile works|||text,,Kings and rulers|||History,,Great Britain,juvenile,,,ocm04334452,
1038622,"child's history of England, A",,,"Dickens, Charles, 1812-1870",,London,Bradbury & Evans,1853,,,,,monographic,English,text,print,3 v. : ill. ; 16 cm,History|||Juvenile literature|||Juvenile works,,History,,Great Britain,juvenile,,,ocm04714714,
8957286,"child's influence, or, Kathleen and her great uncle, A",,Child's influence|||Kathleen and her great uncle,"Lockyer, Lisa","Greenaway, Kate, 1846-1901 (illustrator)",London|||New York,"Griffith & Farran (successors to Newbery & Harris), corner of St. Paul's Churchyard|||E.P. Dutton & Co.|||Griffith and Farran",[1882?],1882,,,,monographic,English,text,print|||unmediated|||volume,"198 pages, [4] leaves of plates : illustrations ; 17 cm",novel|||text,,,,,juvenile,,,ocm10189957,
6343188,"child's keepsake: a poetical bouquet for little children, The",,,,,New Haven,"Published by S. Babcock|||Babcock, Sidney, 1797?-1884",1850,,,,,monographic,English,text,print,8 p. : ill. ; 10 cm.,Chapbooks-1850|||Juvenile literature-1850|||Poems-1850,,Children's poetry,,"United States, Connecticut, New Haven",juvenile,,,ocm04708274|||4708274,
6807570,"child's picture Bible, The",,,"Child, Isabella.","Adomeit, Ruth E. (former owner)",New Haven|||Philadelphia,Durrie and Peck|||Smith and Peck,[ca. 1844?],1844,,,,monographic,English,text,print,191 p. : ill. ; 82 mm.,Juvenile literature|||Specimens,,"Bible stories, English|||Miniature books",,,juvenile,,,ocm43497437,
7111667,"child's preacher: or, the gospel taught to children, in very simple language, The",,,"Barrington, L.",,London,Wertheim and Macintosh,1853,,,,Second Edition.,monographic,English,text,print,"xi, 159 p. ; 15 cm.",,,Children's sermons,,,juvenile,,,ocn302259704,
4588662,"Child's repository and infant scholar's magazine, The",,,,,London,s.n.],,1829/18uu,,,,serial,English,text,print,v. : ill. ; 12 cm.,Periodicals|||periodical,,Children's literature,,,,,,ocm41463130,
398465,"Child's scripture question book, The",,,,"American Sunday-School Union, Committee of Publication.",Philadelphia,American Sunday-School Union,c1836,1836,,,,monographic,English,text,print,197 p. : ill. ; 15 cm.,,,"Examinations, questions, etc|||Sunday-schools|||Exercises, recitations, etc|||Sunday school literature|||Bible",,,,,,12895952,
6588537,"chimes: a goblin story of some bells that rang an old year out and a new year in, The",,,"Dickens, Charles, 1812-1870","Doyle, Richard, 1824-1883 (ill)|||Leech, John, 1817-1864 (ill)|||Maclise, Daniel, 1806-1870 (ill)|||Stanfield, Clarkson, 1793-1867 (ill)|||Bradbury & Evans (printer)",London,Chapman and Hall|||Chapman and Hall,MDCCCXLV [1845],1845,,,,monographic,English,text,print,"[8], 175, [1] p., [2] leaves of plates : ill. ; 17 cm.",Christmas stories|||Fairy tales|||Fiction,,Social life and customs,19th century,England,,,47033464,ocm22700734,
7203885,Chincapin Charlie,,,"Eyster, Nellie Blessing, 1831-1922","White, George G. (George Gorgas), -1898",Philadelphia,"Duffield Ashmead, No. 724 Chestnut Street","1867, c1866",1867,,1866,,monographic,English,text,print,"[4], 272, [14] p., [3] leaves of plates : ill. ; 18 cm.",Fiction,"Tom and Mary delight in their baby brother Charlie, while Tom befriends a boy from Georgia.","Harding, Tom (Fictitious character)|||Harding, Mary (Fictitious character)|||Brothers and sisters|||Babies|||Family life|||Christian life",,Pennsylvania|||Harrisburg (Pa.),juvenile,,,ocm47851389|||47851389,
7888110,"Choice emblems: natural, historical, fabulous, moral and divine, for the improvement and pastime of youth ; displaying the beauties and morals of the ancient fabulists ; the whole calculated to convey the golden lessons of instruction, under a new and more delightful dress",,,"Wynne, John Huddlestone, 1743-1788","Swan, James, active 1799-1829 (prt)",London,"J. Harris|||Longman and Co.|||Scatcherd and Co.|||Rivingtons|||Harris, John, 1756-1846|||Longman & Co|||Scatcherd and Co|||Rivingtons (Firm)",1812,,,,11th ed.,monographic,English,text,print,"xxi, 224 p. : ill. ; 16 cm",Juvenile literature|||Juvenile works,,"Children|||Conduct of life|||Emblem books, English",,,juvenile,,,ocm02428197,
1086917,"choice gift: or Golden sands, from the river of literature, The",,,,"Carter, Sarah C. (ed)",Boston,J. Buffum,[1850],1850,,,,monographic,English,text,print,128 p. col. front. 12cm.,,,"Gift books|||Quotations, English",,,,,,ocm00781373,
7893449,"Choice stories, for the young",,Choice stories,"Alden, Joseph, 1807-1885",,New York :,"Published bySamuel Raynor, no. 76 Bowery,|||Raynor, Samuel",1851.,1851,,1846,,monographic,English,text,print|||unmediated|||volume,"178, 6 pages : illustrations ; 15 cm",Embossed cloth bindings (Binding)-1851|||Family stories-1851|||Fiction|||Hand-colored illustrations-1851|||Juvenile fiction|||Juvenile works|||novel|||text,,Christian life|||Conduct of life|||Early works to 1900,,"United States, New York, New York",juvenile,,,ocm45585556,
7109658,Chonita: a story of the Mexican mines,,,"Barnes, Annie Maria, 1857-","Barnes, Annie Maria, 1857-","Elgin, Ill|||Chicago",David C. Cook Pub. Co.,[1898],1898,,,,monographic,English,text,print|||unmediated|||volume,96 pages : illustrations ; 21 cm.,Fiction|||Juvenile fiction|||Juvenile works|||text,,"Children's stories, American|||Children|||Mines and mineral resources",1800-1899|||19th century,Mexico,juvenile,,98000004,ocm08437188,
7885029,"Christian keepsake and missionary annual, The",Christian keepsake and missionary annual (Philadelphia),,,,Philadelphia,W. Marshall and Co.,1838-,1838/18uu,,,,serial,English,text,print,v. : ill. ; 19 cm,Periodicals,,Gift books,,,,,,ocm01641677,
201619,"Christian pilgrim: containing an account of the wonderful adventures and miraculous escapes of a Christian, in his travels from the land of destruction to the New Jerusalem, The",,,,"Bunyan, John, 1628-1688|||Thomas & Whipple (bookseller)|||Thomas & Tappan (bookseller)","Worcester, Mass.]","Printed at Worcester for Isaiah Thomas, Jun. Sold wholesale and retail at his bookstore, and by Thomas & Whipple, Newburyport, and by Thomas & Tappan, Portsmouth.|||Thomas, Isaiah, 1773-1819",1807,,,,Second American edition.,monographic,English,text,print,216 p. : ill. ; 11 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Children's stories|||Conduct of life|||Christian education of children,,"United States, Massachusetts, Worcester",juvenile,,,ocn191260523,http://opac.newsbank.com/select/shaw/12232
8244995,Christiana: the little Pilgrim's progress,,Little Pilgrim's progress,,"Dusenbery, B. M. (Benjamin M.) (stereotyper)|||Bunyan, John, 1628-1688|||James Kay, Jun. & Brother (printer)",Philadelphia,Loomis & Peck.|||Loomis and Peck,1845 [i.e. 1846],1846,,,,monographic,English,text,print|||unmediated|||volume,"95, [1] p. : ill. ; 11 cm.",text,,Children's stories,,"United States, Pennsylvania, Philadelphia",juvenile,,,ocm79140950,
7712467,"Christmas blossoms, and New Year's wreath",,Christmas blossoms,Uncle Thomas.,,Philadelphia,E.H. Butler,,1847/1854,,,,serial,English,text,print,8 v. : ill. ; 19 cm.,Periodicals,,Gift books,,,,,15012449,ocm07448263,http://www.archive.org/search.php?sort=publicdate&query=scanningcenter%3Achapelhill+AND+mediatype%3Atexts+AND+call_number%3Ab31377907
1091131,"Christmas books, and Sketches by Boz: illustrative of every-day life and every-day people",Christmas books,Sketches by Boz,"Dickens, Charles, 1812-1870","Eytinge, Solomon, 1833-1905 (illustrator)|||Boz, 1812-1870",Boston,Ticknor and Fields,1867,,,,,monographic,English,text,print|||unmediated|||volume,500 pages illustrations 15 cm.,text,,,,,,,,ocm01072490,
7885265,"Christmas box, The",,The Christmas box. 1835,,"Waldie, Adam, 1792?-1842 (printer)|||C.C. Wright, Durand & Co (engraver)|||Illman & Pilbrow (engraver)|||Illman & Pilbrow (printer of plates)",Philadelphia,"Thomas T. Ash, Chesnut Street. Adam Waldie, printer|||Ash, Thomas T.",[1835],1835,,,,monographic,English,text,print,"[5], 10-184 p., [8] leaves of plates : ill. ; 17 cm",,,,,"United States, New York, New York|||United States, Pennsylvania, Philadelphia",juvenile,,,ocn191316765,
7888272,"Christmas carol, A",,,"Farrar, F. W. (Frederic William), 1831-1903",,London ;,"Rafael Tuck & Sons, Ltd.",[between 1871 and 1890?],1871/1890,,,,monographic,English,text,print|||unmediated|||volume,12 unnumbered pages : illustrations (some color) ; 15 cm,Poetry|||text,,Nativity|||Nativity of Jesus Christ|||Jesus Christ,,,,,,ocn951217045,
7248180,"Christmas carol: In prose. Being a ghost story of Christmas, A",,,"Dickens, Charles, 1812-1870","Leech, John, 1817-1864 (ill)",London,"Chapman & Hall, 186, Strand",MDCCCXLIV. [1844],1844,,,6th ed.,monographic,English,text,print,"[8, 1] 2-166, [2] p. : ill. ; 17 cm.",,,Christmas stories,,,,,,ocm26458644,
8859086,Christmas every day: and other stories told to children,,,"Howells, William Dean, 1837-1920",,New York :,"Harper & Brothers Publishers,|||Harper & Brothers",1893.,1893,,1892,,monographic,English,text,print|||unmediated|||volume,150 pages : illustrations ; 19 cm,Fiction|||Juvenile fiction|||Juvenile works|||short story|||text,,"Wit and humor, Juvenile|||Children|||Conduct of life|||Children's stories",,"United States, New York, New York",juvenile,,,ocm08061085,
8991908,"Christmas greeting: a series of stories, A",,,"Andersen, H. C. (Hans Christian), 1805-1875",,New York,Leavitt & Allen Bros.,[1847?],1847,,,,monographic,English,text,print|||unmediated|||volume,"165, 8 pages, [3] leaves of plates : illustrations ; 18 cm.",Juvenile literature|||Juvenile works|||text,,Christmas,,,juvenile,,,ocn173437223,
7723911,"Christmas posy, A",,,"Molesworth, Mrs, 1839-1921","Crane, Walter, 1845-1915 (ill)|||R. & R. Clark (Firm) (prt)",London,Macmillan and Co.|||Macmillan & Co,1888,,,,,monographic,English,text,print,"viii, 215, [1], 32 p., [8] leaves of plates : ill. ; 19 cm.",,,Children's stories,,,juvenile,,,ocm31532306|||31532306,
3576821,Christmas roses and New Year's gift: a present for young people,,,,,Boston,G. W. Cottrell,"[1849?], c1848",1849,,1848,,monographic,English,text,print,"180 p., [2] leaves of plates : ill. ; 19 cm.",,,Gift books,,,juvenile,,,02920649,
7885138,Christmas roses and New Year's gift: a present for young people,,,,,Boston,"Phillips, Sampson & Co.",[c1848],1848,,,,monographic,English,text,print,180 p. : illus. ; 19 cm,,,Gift books,,,,,15012458,ocm00349076,
4431736,"Christmas story, A",,,,,New York,"Dodd, Mead",c1880,1880,,,,monographic,English,text,print,60 p. : ill. ; 18 cm.,,,Christmas stories,,,juvenile,,,ocm03314017,
9028541,Christmas treasures for boys and girls,,,,,New York,"American News Co., 39 and 41 Chambers Street",©1879,1879,,,,monographic,English,text,print|||unmediated|||volume,[100] pages : illustrations ; 21 cm,Fiction|||Juvenile fiction|||Juvenile literature-United States-19th century|||Juvenile works|||text,,Children's stories|||Conduct of life|||Animals,,,juvenile,,,ocn476448071,
7799075,Christmas-tree land,,,"Molesworth, Mrs, 1839-1921","Crane, Walter, 1845-1915 (ill)",London,Macmillan,1886,,,,,monographic,English,text,print,"vi, 223 p., [7] leaves of plates : ill. ; 18 cm.",Juvenile fiction,,Children|||Conduct of life|||Christmas trees,,,juvenile,,,ocm04542350|||4542350,
7713078,"Christmas tribute and New Year's gift: a souvenir for MDCCCLI, The",,,,,Philadelphia :,"Published by E.H. Butler & Co.,",1851.,1851,,1850,,monographic,English,text,print|||unmediated|||volume,329 pages : illustrations ; 19 cm,Specimens|||text,,Gift books,,,,,84150142,ocm03315151,
6867964,Christopher Columbus and the discovery of America,,Christopher Columbus,,,Philadelphia,Henry Altemus,c1896,1896,,,,monographic,English,text,print,"169, 10 p. : ill. (some col.) ; 18 cm.",Juvenile literature|||biography,,"Explorers|||Discovery and exploration|||Spanish|||Columbus, Christopher",,"United States, Pennsylvania, Philadelphia|||North America|||South America|||America|||Spain",juvenile,,,ocm41839886,
8482794,"chronicles of Aunt Minervy Ann, The",,,"Harris, Joel Chandler, 1848-1908","Frost, A. B. (Arthur Burdett), 1851-1928 (illustrator)|||Trow's Printing and Bookbinding Company (printer)",New York :,"Charles Scribner's Sons,|||Trow Directory, Printing and Bookbinding Company|||Charles Scribner's Sons",1899,1899,,,,monographic,English,text,print|||unmediated|||volume,"ix, 210, pages, 32 unnumbered leaves of plates : illustrations ; 21 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,African Americans|||Household employees|||Freedmen|||Plantation life|||Courage|||Kindness|||Prejudices|||Husband and wife|||Legislative bodies|||Ku Klux Klan (19th century),,"United States, New York, New York|||Georgia",juvenile,,99004922,ocm00272365,
5795603,Chronicles of the Stimpcett family and others,,,"Diaz, Abby Morton, 1821-1904","Sweeney, Morgan J. (ill)",Boston,D. Lothrop and Company|||D. Lothrop & Company,c1882,1882,,,,monographic,English,text,print,256 p. : ill. ; 22 cm.,Juvenile fiction|||novel,,Children|||Conduct of life|||Widows|||Pets|||Students|||Adventure stories|||Families|||Monkeys|||Elephants,,"United States, Massachusetts, Boston",juvenile,,20023142,ocm00385258|||385258,
8374087,Chums: a tale for the youngsters,,Chums: a story for youngsters,"Severne, Harleigh","Furniss, Harry, 1854-1925 (illustrator)","New York, N.Y. :",E.P. Dutton and Co. ;,[between 1878 and 1883?],1878/1883,,,,monographic,English,text,print|||unmediated|||volume,"312 pages, 7 leaves of plates : illustrations ; 20 cm",Fiction|||text,,,,,juvenile,,,ocn950012965,
8282237,Cinderella,,,,McLoughlin Bros,New York,McLoughlin Bros.,[189-?],189u,,,,monographic,English,text,print|||unmediated|||volume,10 unnumbered pages : illustrations ; 20 cm.,text,,Children's stories|||Folklore,,,juvenile,,,ocm35453321,
9156608,Cinderella: an operetta for schools and classes,Cinderella. Vocal score,,"Jacobi, G., 1840-1906","Wensley, Shapcott.",London,Novello,©1898,1898,,,Tonic sol-fa ed.,monographic,English,notated music,print|||unmediated|||volume,1 vocal score (70 pages) ; 26 cm,Juvenile|||Vocal scores with piano|||notated music,,Operas,,,juvenile,,,ocm17237200|||17237200,
5954589,Cinderella,,,"Crane, Walter, 1845-1915",,London,Lane,[1897],1897,,,,monographic,English,text,print,8 p. illus. 27 cm.,,,Nursery rhymes,,,juvenile,,,ocm23945316,
1021960,"Cinderella, or, The little glass slipper",Cinderella,Little glass slipper,,,New York,McLoughlin Bros.,1880?⁾,1880,,,,monographic,English,text,print,"10⁾ p., 26⁾ p. of plates : col. ill. ; 26 cm.",,,Toy and movable books|||Specimens,,,juvenile,,,20767487,
9050435,"Cinderella, or, The Little glass slipper: a fairy tale",,Cinderella|||Little glass slipper,,,London :,"Printed and sold by Dean and Munday, Threadneedle Street,",[1828?],1828,,,,monographic,English,text,print|||unmediated|||volume,34 pages : illustrations ; 14 cm,Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,"Fairy tales|||Chapbooks, English|||Chapbooks|||(Legendary character) Cinderella",,,juvenile,,,on1013974735,
8863334,"circuit rider: a tale of the heroic age, The",,,"Eggleston, Edward, 1837-1902","Karst, John, 1836-1922 (illustrator)",New York :,"J.B. Ford & Company,|||J.B. Ford and Company",1874.,1874,,,,monographic,English,text,print|||unmediated|||volume,"332 pages, 10 unnumbered pages : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile literature-New York (State)-New York-1874|||Juvenile works|||Publishers' advertisements-New York (State)-New York-1874|||Publishers' cloth bindings (Binding)|||novel|||text,,Circuit riders|||Brothers|||Students|||Teachers|||Widows|||Sick|||Christian life,,,juvenile,,06037566,ocm07143832,
7896536,City cries and the London sights,,,,,New York,Printed and sold by Mahlon Day,[1834],1834,,,,monographic,English,text,print,[8] p. : ill. ; 8 cm.,Specimens,,Cries|||Miniature books|||Chapbooks,,London|||England,juvenile,,,ocm37211819,
1093022,City sights for little folks,,,,,Philadelphia,H.C. Peck & T. Bliss,[approximately 1845],1845,,,,monographic,English,text,print|||unmediated|||volume,191 pages : illustrations ; 80 mm,Juvenile literature|||Juvenile works|||text,,Cities and towns|||Occupations,,United States,juvenile,,,ocm15068755,
