titleInfo/0/title,titleInfo/1/title,titleInfo/1/_type,typeOfResource,genre/0/_authority,genre/0/__text,genre/1/_authority,genre/1/__text,genre/2/_authority,genre/2/__text,genre/3/_authority,genre/3/__text,originInfo/0/place/0/placeTerm/_type,originInfo/0/place/0/placeTerm/_authority,originInfo/0/place/0/placeTerm/__text,originInfo/0/place/1/placeTerm/_type,originInfo/0/place/1/placeTerm/__text,originInfo/0/publisher,originInfo/0/dateIssued/0,originInfo/0/dateIssued/1/_encoding,originInfo/0/dateIssued/1/_point,originInfo/0/dateIssued/1/__text,originInfo/0/dateIssued/2/_encoding,originInfo/0/dateIssued/2/_point,originInfo/0/dateIssued/2/__text,originInfo/0/issuance,originInfo/0/frequency/0,originInfo/0/frequency/1/_authority,originInfo/0/frequency/1/__text,language/languageTerm/_authority,language/languageTerm/_type,language/languageTerm/__text,physicalDescription/form/0/_authority,physicalDescription/form/0/__text,physicalDescription/form/1/_authority,physicalDescription/form/1/__text,physicalDescription/form/2/_authority,physicalDescription/form/2/__text,physicalDescription/form/3/_authority,physicalDescription/form/3/__text,physicalDescription/form/4/_type,physicalDescription/form/4/_authority,physicalDescription/form/4/__text,physicalDescription/form/5/_type,physicalDescription/form/5/_authority,physicalDescription/form/5/__text,note/0/_type,note/0/__text,note/1/_type,note/1/__text,note/2,note/3,note/4,note/5,note/6,subject/0/geographicCode/0/_authority,subject/0/geographicCode/0/__text,subject/1/topic/0,subject/1/geographic/0,subject/1/geographic/1,subject/1/genre/0,subject/1/_authority,subject/2/topic/0,subject/2/geographic/0,subject/2/genre/0,subject/2/_authority,subject/3/topic/0,subject/3/_authority,subject/4/topic/0,subject/4/_authority,subject/5/topic/0,subject/5/geographic/0,subject/5/geographic/1,subject/5/genre/0,subject/5/_authority,subject/6/geographic/0,subject/6/topic/0,subject/6/genre/0,subject/6/_authority,subject/7/geographic/0,subject/7/genre/0,subject/7/_authority,subject/8/geographic/0,subject/8/geographic/1,subject/8/_authority,subject/9/geographic/0,subject/9/geographic/1,subject/9/_authority,subject/10/geographic/0,subject/10/_authority,subject/11/hierarchicalGeographic/country,subject/11/hierarchicalGeographic/state,subject/11/hierarchicalGeographic/county,subject/11/hierarchicalGeographic/city,location/0/url/_displayLabel,location/0/url/_usage,location/0/url/_note,location/0/url/__text,relatedItem/0/titleInfo/0/title,relatedItem/0/identifier/0/_type,relatedItem/0/identifier/0/__text,relatedItem/0/identifier/1/_type,relatedItem/0/identifier/1/__text,relatedItem/0/_type,relatedItem/0/_displayLabel,relatedItem/1/titleInfo/0/title,relatedItem/1/identifier/0/_type,relatedItem/1/identifier/0/__text,relatedItem/1/_type,relatedItem/1/_displayLabel,recordInfo/descriptionStandard,recordInfo/recordContentSource/_authority,recordInfo/recordContentSource/__text,recordInfo/recordCreationDate/_encoding,recordInfo/recordCreationDate/__text,recordInfo/recordChangeDate/_encoding,recordInfo/recordChangeDate/__text,recordInfo/recordIdentifier,recordInfo/recordOrigin,recordInfo/languageOfCataloging/languageTerm/_authority,recordInfo/languageOfCataloging/languageTerm/_type,recordInfo/languageOfCataloging/languageTerm/__text,_version,originInfo/0/dateIssued/0/_encoding,originInfo/0/dateIssued/0/_point,originInfo/0/dateIssued/0/__text,originInfo/0/frequency/1,originInfo/0/frequency/2,originInfo/0/frequency/3,originInfo/0/frequency/4/_authority,originInfo/0/frequency/4/__text,location/0/physicalLocation,location/1/physicalLocation,identifier/0/_type,identifier/0/__text,identifier/1/_type,identifier/1/__text,identifier/2/_type,identifier/2/__text,name/0/namePart/0,name/0/role/roleTerm/_type,name/0/role/roleTerm/__text,name/0/_type,originInfo/0/frequency/2/_authority,originInfo/0/frequency/2/__text,originInfo/1/place/0/placeTerm/_type,originInfo/1/place/0/placeTerm/__text,originInfo/1/publisher,originInfo/1/dateIssued/0,originInfo/1/_eventType,originInfo/2/place/0/placeTerm/_type,originInfo/2/place/0/placeTerm/__text,originInfo/2/publisher,originInfo/2/dateIssued/0,originInfo/2/_eventType,note/1,subject/0/geographicCode/1/_authority,subject/0/geographicCode/1/__text,subject/1/name/0/namePart/0,subject/1/name/0/_type,subject/2/name/0/namePart/0,subject/2/name/0/_type,subject/3/geographic/0,subject/3/geographic/1,subject/4/geographic/0,subject/4/geographic/1,subject/4/genre/0,subject/6/geographic/1,subject/7/topic/0,subject/8/topic/0,subject/9/topic/0,subject/10/topic/0,subject/11/topic/0,subject/11/_authority,subject/12/geographic/0,subject/12/topic/0,subject/12/genre/0,subject/12/_authority,subject/13/geographic/0,subject/13/geographic/1,subject/13/_authority,subject/14/geographic/0,subject/14/_authority,classification/0/_authority,classification/0/__text,classification/1/_authority,classification/1/_edition,classification/1/__text,relatedItem/0/identifier/2/_type,relatedItem/0/identifier/2/__text,identifier/0/_invalid,originInfo/0/frequency/0/_authority,originInfo/0/frequency/0/__text,note/3/_type,note/3/__text,subject/0/geographicCode/2/_authority,subject/0/geographicCode/2/__text,subject/2/temporal,subject/5/topic/1,subject/7/geographic/1,subject/13/topic/0,subject/14/topic/0,subject/14/genre/0,subject/15/geographic/0,subject/15/geographic/1,subject/15/_authority,subject/16/geographic/0,subject/16/_authority,relatedItem/0/originInfo/0/publisher,relatedItem/1/identifier/1/_type,relatedItem/1/identifier/1/__text,relatedItem/1/identifier/2/_type,relatedItem/1/identifier/2/__text,relatedItem/2/titleInfo/0/title,relatedItem/2/_type,physicalDescription/extent,subject/0/topic/0,subject/0/topic/1,subject/0/_authority,titleInfo/0/nonSort,name/0/namePart/1,note/2/_type,note/2/__text,identifier/2/_invalid,identifier/3/_type,identifier/3/__text,name/1/namePart/0,name/1/namePart/1,name/1/_type,physicalDescription/reformattingQuality,identifier/1/_invalid,note/4/_type,note/4/__text,genre/4/_authority,genre/4/__text,genre/5/_authority,genre/5/__text,genre/6/_authority,genre/6/__text,genre/7/_authority,genre/7/__text,subject/3/genre/0,subject/8/hierarchicalGeographic/country,subject/8/hierarchicalGeographic/state,subject/8/hierarchicalGeographic/county,subject/8/hierarchicalGeographic/city,relatedItem/2/identifier/0/_type,relatedItem/2/identifier/0/__text,relatedItem/3/originInfo/0/publisher,relatedItem/3/identifier/0/_type,relatedItem/3/identifier/0/__text,relatedItem/3/_type,relatedItem/0/part/detail/number,relatedItem/0/part/detail/_type,originInfo/0/frequency/3/_authority,originInfo/0/frequency/3/__text,physicalDescription/form/2/_type,physicalDescription/form/3/_type,subject/0/genre/0,titleInfo/0/subTitle,subject/0/geographic/0,subject/0/geographic/1,note/0,titleInfo/1/_displayLabel,titleInfo/2/title,titleInfo/2/_type,name/2/namePart/0,name/2/_type,subject/7/topic/1,subject/8/genre/0,subject/15/topic/0,subject/16/topic/0,subject/16/geographic/1,subject/17/geographic/0,subject/17/topic/0,subject/17/temporal,subject/17/genre/0,subject/17/_authority,subject/18/geographic/0,subject/18/geographic/1,subject/18/_authority,subject/19/geographic/0,subject/19/_authority,titleInfo/2/_displayLabel,titleInfo/3/title,titleInfo/3/_type,name/3/namePart/0,name/3/_type,note/5/_type,note/5/__text,subject/14/temporal,classification/0/_edition,subject/1/hierarchicalGeographic/country,subject/1/hierarchicalGeographic/state,subject/1/hierarchicalGeographic/county,subject/1/hierarchicalGeographic/city,subject/7/hierarchicalGeographic/country,subject/7/hierarchicalGeographic/state,subject/7/hierarchicalGeographic/county,subject/7/hierarchicalGeographic/city,relatedItem/0/name/0/namePart/0,subject/0/hierarchicalGeographic/country,subject/0/hierarchicalGeographic/state,subject/0/hierarchicalGeographic/county,subject/0/hierarchicalGeographic/city,location/0/shelfLocator,location/1/shelfLocator,location/2/physicalLocation,location/2/shelfLocator,note/6/_type,note/6/__text,subject/2/hierarchicalGeographic/country,subject/2/hierarchicalGeographic/state,subject/2/hierarchicalGeographic/county,subject/2/hierarchicalGeographic/city,titleInfo/2/subTitle,originInfo/0/edition,note/0/_altRepGroup,subject/1/titleInfo/0/title,subject/2/topic/1,subject/2/geographic/1,subject/3/topic/1
Liberated guardian,,,text,marcgt,periodical,,,,,,,code,marccountry,nyu,text,New York,Guardian Worker's Collective,1970-1973,marc,start,1970,marc,end,1973,serial,Monthly,marcfrequency,Monthly,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"[Vol. 1, no. 1] (Apr. 20, 1970)-v. 3, no. 8 (Feb. 1973)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York City star,local,(OCoLC)3333922,,,succeeding,,,,,,,,marcorg,MUL,marc,751101,iso8601,19990522220422.0,528232,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITX,,oclc,01772605,,,,,Liberated Guardian Worker's Collective,,,corporate,,,,,,,,,,,,,Title from caption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 v. : ill. ; 43 cm.,,,,,,additional physical form,Also available on microfilm in the Underground newspaper collection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles free press,,,text,,,,,,,,,code,marccountry,cau,text,Los Angeles,Press West.,,marc,end,1978,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"Began with July 23, 1964 issue. Cf. New serial titles.",date/sequential designation,Ceased with Apr. 1978 issue. Cf. New serial titles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,DLC,marc,751012,iso8601,19990522220422.0,524579,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,1964,,,,,,PIT PITX,,issn,0024-6573,lccn,79008348,lccn,sn 78001603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lcc,AP2 .L813,ddc,,051,,,,marcfrequency,Weekly,,,,,,,,,,,,,,,,,,,,,,,v. ill. 45 cm.,,,,,,numbering,"Vols. for <, 1969-> issued in 2 pts.",yes,oclc,01695797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles free press,Free press,alternative,text,marcgt,newspaper,rdacontent,text,,Newspapers.,,,code,marccountry,cau,,,,,marc,end,1978,,,,serial,Weekly,marcfrequency,Weekly,iso639-2b,code,eng,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,media,rdamedia,computer,carrier,rdacarrier,online resource,date/sequential designation,"Began with:  Volume 1, number 1 (May 25, 1964); Ceased with: Volume 15, number 12 (Apr. 3, 1978).",,,"Published by: New Way Enterprises, <Vol. 10, no. 18 (May 4, 1973)-v.11, no. 32 (Aug. 9, 1974)>",Vols. for <1969-Apr. 1973> issued in 2 pts.,,,,marcgac,n-us-ca,,,,,,,,,,Underground press publications,lcsh,Counterculture,lcsh,Political activists,California,Los Angeles,Newspapers,lcsh,United States,Civil rights,Newspapers,lcsh,California,Newspapers,lcsh,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 06/26/1967 to 12/31/1977,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BGJFHJH,Los Angeles free press,issn,0024-6573,local,(DLC)   79008348,otherFormat,Print version:,"Rock and roll, counterculture, peace and protest",,,series,,rda,marcorg,UKAMD,marc,120419,iso8601,20190513112100.0,9026735,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,marc,start,1964,,,,,,,,issn,0024-6573,issn,0024-6573,issn-l,0024-6573,"Kunkin, Art.",,,personal,,,text,Los Angeles :,"Los Angeles Free Press,",1964-1978.,publication,,,,,,"Editor, Art Kunkin.",marcgac,n-us---,Vietnam War (1961-1975),conference,,,California,Los Angeles,United States,,Newspapers,,"Vietnam War, 1961-1975",Civil rights,Counterculture,Political activists,Politics and government,,,Protest movements,,,,,,United States,lcsh,ddc,050,,,,local,(OCoLC)1695797,,,,,,marcgac,a-vt---,1961-1975,,,Underground press publications,Politics and government,Newspapers,California,,,California,,,,,,,,,,,,,,,,,,,,Bowling Green State University,Popular Culture Library.,corporate,,yes,numbering,"Issues for <Feb. 5, 1966-May 9, 1975> called also <issue no. 29-564>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faire free press May 23, 1964",alternative,Adam Matthew Digital (Firm),corporate,Protest movements,,,,Los Angeles,United States,,,,,,,,,,Introductory issue published as:,"Los Angeles free press (Los Angeles, Calif. 1964)",uniform,Adam Matthew Education (Firm),corporate,original location,"Browne Popular Culture Library, Bowling Green State University",1969-1974,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad speaks,,,text,marcgt,periodical,,,,,,,code,marccountry,ilu,text,"Chicago, Ill",[s.n.],1961-1975,marc,start,1961,marc,end,1975,serial,"Weekly, 1968-",,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"Vol. 1, [no. 1] (Oct.-Nov. 1961)-v. 15, no. 8 (Oct. 31, 1975).",,,Issued by Muhammad's Mosque no. 2 (Black Muslims).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilalian news,local,(OCoLC)2975269,local,(DLC)sn 78004682,succeeding,,,,,,,,marcorg,MUL,marc,751101,iso8601,19990522220422.0,526343,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,"Bimonthly, Oct./Nov. 1961","Monthly, Dec. 1961-June 1962",Semimonthly (irregular) July 1962-1967,marcfrequency,Weekly,PIT PITX,,issn,0027-3031,lccn,sn 84037002,oclc,01758821,,,,,,,,,,,,,,,,,Title from caption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 v. : ill. ; 38 cm.,Black Muslims,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Illinois,Cook,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad speaks,,,text,marcgt,periodical,,,,,,,code,marccountry,ohu,text,"Chicago, Ill",Muhammad's Mosque No. 2],,marc,end,1975,,,,serial,"Weekly, 1968-1975",,,iso639-2b,code,eng,marcform,microfilm,marccategory,microform,marcsmd,microfilm reel,,,,,,,,,date/sequential designation,"v. 1-15, no. 8; Oct. 1, 1961-Oct. 31, 1975.",reproduction,"Microfilm. Wooster, Ohio, Micro Photo Division, Bell & Howell. reels.  35 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad speaks,local,(OCoLC)1758821,,,otherFormat,,Bilalian news,local,(OCoLC)3764114,succeeding,,,marcorg,YUS,marc,761014,iso8601,19990522220422.0,539875,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,1961,"Monthly, Oct./Nov. 1961-1962.","Biweekly, 1963-1967",,,,PIT PIT2,,issn,0027-3031,oclc,02502367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 v. ill. 39 cm.,Black Muslims,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Illinois,,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberated guardian,,,text,marcgt,periodical,,,,,,,code,marccountry,nyu,text,New York,Guardian Worker's Collective,1970-1973,marc,start,1970,marc,end,1973,serial,Monthly,marcfrequency,Monthly,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"[Vol. 1, no. 1] (Apr. 20, 1970)-v. 3, no. 8 (Feb. 1973)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York City star,local,(OCoLC)3333922,,,succeeding,,,,,,,,marcorg,MUL,marc,751101,iso8601,19990522220422.0,528232,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITX,,oclc,01772605,,,,,Liberated Guardian Worker's Collective,,,corporate,,,,,,,,,,,,,Title from caption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 v. : ill. ; 43 cm.,,,,,,additional physical form,Also available on microfilm in the Underground newspaper collection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York city star,City star,alternative,text,marcgt,periodical,rdacontent,text,ngl,Underground newspapers-New York (State)-New York.,fast,Newspapers.,code,marccountry,nyu,,,,,marc,end,9999,,,,serial,Monthly,marcfrequency,Monthly,iso639-2b,code,eng,marccategory,electronic resource,marcsmd,remote,rdamedia,computer,rdacarrier,online resource,,,,,,,date/sequential designation,"Vol. 1, no. 1 (May 1, 1973)-",,,Reproduction of the originals from Duke University Library.,,,,,marcgac,n-us-ny,Underground press publications,New York (State),New York,,lcsh,Underground press publications,,,fast,,lcsh,,lcsh,,New York (State),New York,,fast,New York (State),,,fast,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through for access via Gale Cengage,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9GAN/AHSI?sid=gale_marc&u=upitt_main,Liberated guardian,local,(DLC)sn 94053408,local,(OCoLC)1772605,preceding,,"Archives of Sexuality & Gender: LGBTQ History and Culture Since 1940, Part II",,,series,,rda,marcorg,MIGCL,marc,771011,iso8601,20180910141145.0,9264246,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,marc,start,1973,,,,,,,,oclc,1024060119,,,,,,,,,,,text,"New York, NY :","Hard Rain, Inc.,",1973-,publication,,,,,,Magazine/Journal.,,,,,,,New York (N.Y.),,New York County (N.Y.),,Newspapers,New York County,,,,,,,,,,,,,,,,,,,,,,,,,,additional physical form,Available on microfilm from UMI (Underground Newspaper/Press Collection).,,,,,,,,,,,,,,,,,,,,,1 online resource (volumes) : illustrations.,,,,,,,,,,,,,,,,,,,,,,,,,,Newspapers,,,,,,,,,,,,,,,media,carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,New York,New York,New York,,,,,,,,,,,,,,,,,,,,,,
Nola express,,,text,,,,,,,,,text,,S.l.],,,[s.n.],,marc,end,uuuu,,,,serial,,,,,,,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 11/15/1968 to 12/14/1973,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BGEAABC,,,,,,,,,,,,,,marcorg,WaSeSS,marc,170412,iso8601,20170815095108.0,8829045,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,uuuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title from content provider.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlaw,,,text,,,,,,,,,text,,"St. Louis, Mo",,,,,,,,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preceding,,,,,,,,marcorg,,marc,760620,iso8601,19990522220422.0,536557,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITT,,oclc,02265586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Completely irregular,,,,,,,,,,,,,,,,,,,,,,,,Underground newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis outlaw.,,,,,,,,,,,,,,,,,,,,,
Pittsburgh fair witness,,,text,marcgt,periodical,,,,,,,code,marccountry,pau,text,"Pittsburgh, Pa",The Commune.,,marc,end,9999,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,v. 1-   Feb. 1970-,additional physical form,Available on microfilm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grok,,,,,preceding,,,,,,,,marcorg,PIT,marc,760620,iso8601,19990522220422.0,536868,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,1970,,,,,,PIT PITX,,oclc,02266163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh point,Point,alternative,text,marcgt,newspaper,,,,,,,code,marccountry,pau,text,"Pittsburgh, Pa",Point Pub. Co.,1966-1970,marc,start,1966,marc,end,1970,serial,Weekly,marcfrequency,Weekly,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"[Vol. 1, no. 1] Nov. 3-9, 1966-v. 4, no. 23 (June 10, 1970).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,MUL,marc,750921,iso8601,19990522220422.0,524248,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITX,PIT PIT2,lccn,sn 85054980,oclc,01645535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 v. : ill. ; 43 cm.,,,,The,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Pennsylvania,Allegheny,Pittsburgh,OR,"1969 issues in Underground Newspaper Collection, reel 40 FM",PIT PIT7,OR,,,,,,,,,,,,,
Pittsburgh point,,,text,marcgt,newspaper,,,,,,,code,marccountry,ohu,text,"Pittsburgh, Pa",Point Publishing,196-,marc,start,196u,marc,end,9999,serial,Weekly,marcfrequency,Annual,iso639-2b,code,eng,marcform,microfilm,gmd,microform,marccategory,microform,marcsmd,microfilm reel,,,,,,,reproduction,"Microfilm. Wooster, Ohio : Bell & Howell Co., 19-- microfilm reels ; 35 mm. (Underground newspaper collection).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Underground newspaper collection,,,,,series,,,,,,,aacr,marcorg,AKR,marc,810706,iso8601,20070410085507.0,581501,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,oclc,07559183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v. : ill.,Underground newspapers,,lcsh,The,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Pennsylvania,,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh point index,,,text,,,,,,,,,text,,"Pittsburgh, Pa",,,Carnegie Library of Pittsburgh,1970,,,,,,,serial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc,950307,iso8601,20171129144721.0,1509434,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rag,,,text,marcgt,newspaper,,,,,,,code,marccountry,txu,text,"Austin, Texas",,,,,,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,MUL,marc,750901,iso8601,19990522220422.0,522243,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITT,,oclc,01586244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Completely irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Special numbers, entitled Extrag, accompany some volumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
